STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SEO,Socio-economic objectives,FUNDMODE,Funding mode,TRANSCOORD,Transnationally coordinated research,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SWE,Sweden,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,33132.36901,,,,,,,,,,,,,,,,6,Millions,,,SEK,Swedish krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,RUS,Russia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,439392.8,,,,,,,,,,,,,,,,6,Millions,,,RUB,Russian ruble,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ROU,Romania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,1936.070302,,,,,,,,,,,,,,,,6,Millions,,,RON,Romanian leu,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,POL,Poland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,12018.0334,,,,,,,,,,,,,,,,6,Millions,,,PLN,Zloty,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NZL,New Zealand,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,1508.2,,,,,,,,,,,,,,,,6,Millions,,,NZD,New Zealand dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NOR,Norway,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,38424.7,,,,,,,,,,,,,,,,6,Millions,,,NOK,Norwegian krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,52398.01553,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,27400500,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,9490802.47,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,38301.23,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,8868.764453,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,249003.2,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,14027.29,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,5634.935198,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,23124,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,38294.8957,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,739961.4466,,,,,,,,,,,,,,,,6,Millions,,,COP,Colombian peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,449791.1608,,,,,,,,,,,,,,,,6,Millions,,,CLP,Chilean peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHE,Switzerland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,7265.051522,,,,,,,,,,,,,,,,6,Millions,,,CHF,Swiss franc,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CAN,Canada,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,12453,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,CAD,Canadian dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,BGR,Bulgaria,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,325.83,,,,,,,,,,,,,,,,6,Millions,,,BGN,Bulgarian lev,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,AUS,Australia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,8736.512649,,D,Definition differs,P,Provisional value,,,,,,,,,,,6,Millions,,,AUD,Australian dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,149971,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,169901,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,161885,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,186876,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,202189,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2024,,210030,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,115220,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,126093,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,127306,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,131451.447,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,137915.115,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,115063.2495,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,120639.6135,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,122962.0438,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,116725.5474,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,121580.8636,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,122820.837,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,53844.33,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,76100.74,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,8544.1,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,10732.29,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,13243.95,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,16536.48,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,19423.02,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
